time,left_x,left_y,left_z,right_x,right_y,right_z
15.940,0.22891,0.00000,0.76992,-0.22891,0.00000,0.76992
15.960,0.22821,0.00000,0.77048,-0.22821,0.00000,0.77048
15.980,0.22750,0.00000,0.77102,-0.22750,0.00000,0.77102
16.000,0.22679,0.00000,0.77155,-0.22679,0.00000,0.77155
16.020,0.22608,0.00000,0.77206,-0.22608,0.00000,0.77206
16.040,0.22535,0.00000,0.77256,-0.22535,0.00000,0.77256
16.060,0.22463,0.00000,0.77305,-0.22463,0.00000,0.77305
16.080,0.22389,0.00000,0.77352,-0.22389,0.00000,0.77352
16.100,0.22316,0.00000,0.77397,-0.22316,0.00000,0.77397
16.120,0.22241,0.00000,0.77441,-0.22241,0.00000,0.77441
16.140,0.22166,0.00000,0.77483,-0.22166,0.00000,0.77483
16.160,0.22091,0.00000,0.77524,-0.22091,0.00000,0.77524
16.180,0.22015,0.00000,0.77563,-0.22015,0.00000,0.77563
16.200,0.21939,0.00000,0.77600,-0.21939,0.00000,0.77600
16.220,0.21862,0.00000,0.77636,-0.21862,0.00000,0.77636
16.240,0.21785,0.00000,0.77670,-0.21785,0.00000,0.77670
16.260,0.21707,0.00000,0.77703,-0.21707,0.00000,0.77703
16.280,0.21629,0.00000,0.77733,-0.21629,0.00000,0.77733
16.300,0.21550,0.00000,0.77763,-0.21550,0.00000,0.77763
16.320,0.21471,0.00000,0.77790,-0.21471,0.00000,0.77790
16.340,0.21391,0.00000,0.77816,-0.21391,0.00000,0.77816
16.360,0.21312,0.00000,0.77840,-0.21312,0.00000,0.77840
16.380,0.21231,0.00000,0.77863,-0.21231,0.00000,0.77863
16.400,0.21151,0.00000,0.77884,-0.21151,0.00000,0.77884
16.420,0.21069,0.00000,0.77903,-0.21069,0.00000,0.77903
16.440,0.20988,0.00000,0.77920,-0.20988,0.00000,0.77920
16.460,0.20906,0.00000,0.77936,-0.20906,0.00000,0.77936
16.480,0.20824,0.00000,0.77950,-0.20824,0.00000,0.77950
16.500,0.20742,0.00000,0.77962,-0.20742,0.00000,0.77962
16.520,0.20659,0.00000,0.77973,-0.20659,0.00000,0.77973
16.540,0.20576,0.00000,0.77982,-0.20576,0.00000,0.77982
16.560,0.20492,0.00000,0.77989,-0.20492,0.00000,0.77989
16.580,0.20408,0.00000,0.77994,-0.20408,0.00000,0.77994
16.600,0.20324,0.00000,0.77998,-0.20324,0.00000,0.77998
16.620,0.20240,0.00000,0.78000,-0.20240,0.00000,0.78000
16.640,0.20155,0.00000,0.78000,-0.20155,0.00000,0.78000
16.660,0.20070,0.00000,0.77998,-0.20070,0.00000,0.77998
16.680,0.19985,0.00000,0.77995,-0.19985,0.00000,0.77995
16.700,0.19900,0.00000,0.77990,-0.19900,0.00000,0.77990
16.720,0.19814,0.00000,0.77983,-0.19814,0.00000,0.77983
16.740,0.19728,0.00000,0.77975,-0.19728,0.00000,0.77975
16.760,0.19642,0.00000,0.77965,-0.19642,0.00000,0.77965
16.780,0.19556,0.00000,0.77953,-0.19556,0.00000,0.77953
16.800,0.19470,0.00000,0.77939,-0.19470,0.00000,0.77939
16.820,0.19383,0.00000,0.77924,-0.19383,0.00000,0.77924
16.840,0.19296,0.00000,0.77906,-0.19296,0.00000,0.77906
16.860,0.19210,0.00000,0.77888,-0.19210,0.00000,0.77888
16.880,0.19123,0.00000,0.77867,-0.19123,0.00000,0.77867
16.900,0.19035,0.00000,0.77845,-0.19035,0.00000,0.77845
16.920,0.18948,0.00000,0.77821,-0.18948,0.00000,0.77821
16.940,0.18861,0.00000,0.77796,-0.18861,0.00000,0.77796
16.960,0.18773,0.00000,0.77768,-0.18773,0.00000,0.77768
16.980,0.18685,0.00000,0.77739,-0.18685,0.00000,0.77739
17.000,0.18598,0.00000,0.77709,-0.18598,0.00000,0.77709
17.020,0.18510,0.00000,0.77677,-0.18510,0.00000,0.77677
17.040,0.18422,0.00000,0.77643,-0.18422,0.00000,0.77643
17.060,0.18334,0.00000,0.77607,-0.18334,0.00000,0.77607
17.080,0.18246,0.00000,0.77570,-0.18246,0.00000,0.77570
17.100,0.18158,0.00000,0.77531,-0.18158,0.00000,0.77531
17.120,0.18070,0.00000,0.77491,-0.18070,0.00000,0.77491
17.140,0.17982,0.00000,0.77449,-0.17982,0.00000,0.77449
17.160,0.17894,0.00000,0.77406,-0.17894,0.00000,0.77406
17.180,0.17806,0.00000,0.77361,-0.17806,0.00000,0.77361
17.200,0.17718,0.00000,0.77314,-0.17718,0.00000,0.77314
17.220,0.17630,0.00000,0.77266,-0.17630,0.00000,0.77266
17.240,0.17542,0.00000,0.77216,-0.17542,0.00000,0.77216
17.260,0.17455,0.00000,0.77165,-0.17455,0.00000,0.77165
17.280,0.17367,0.00000,0.77113,-0.17367,0.00000,0.77113
17.300,0.17279,0.00000,0.77058,-0.17279,0.00000,0.77058
17.320,0.17192,0.00000,0.77003,-0.17192,0.00000,0.77003
17.340,0.17104,0.00000,0.76946,-0.17104,0.00000,0.76946
17.360,0.17017,0.00000,0.76887,-0.17017,0.00000,0.76887
17.380,0.16929,0.00000,0.76827,-0.16929,0.00000,0.76827
17.400,0.16842,0.00000,0.76766,-0.16842,0.00000,0.76766
17.420,0.16755,0.00000,0.76704,-0.16755,0.00000,0.76704
17.440,0.16668,0.00000,0.76640,-0.16668,0.00000,0.76640
17.460,0.16582,0.00000,0.76574,-0.16582,0.00000,0.76574
17.480,0.16495,0.00000,0.76508,-0.16495,0.00000,0.76508
17.500,0.16409,0.00000,0.76440,-0.16409,0.00000,0.76440
17.520,0.16323,0.00000,0.76370,-0.16323,0.00000,0.76370
17.540,0.16237,0.00000,0.76300,-0.16237,0.00000,0.76300
17.560,0.16151,0.00000,0.76228,-0.16151,0.00000,0.76228
17.580,0.16066,0.00000,0.76155,-0.16066,0.00000,0.76155
17.600,0.15980,0.00000,0.76081,-0.15980,0.00000,0.76081
17.620,0.15895,0.00000,0.76006,-0.15895,0.00000,0.76006
17.640,0.15811,0.00000,0.75929,-0.15811,0.00000,0.75929
17.660,0.15726,0.00000,0.75851,-0.15726,0.00000,0.75851
17.680,0.15642,0.00000,0.75773,-0.15642,0.00000,0.75773
17.700,0.15558,0.00000,0.75693,-0.15558,0.00000,0.75693
17.720,0.15474,0.00000,0.75612,-0.15474,0.00000,0.75612
17.740,0.15391,0.00000,0.75530,-0.15391,0.00000,0.75530
17.760,0.15308,0.00000,0.75447,-0.15308,0.00000,0.75447
17.780,0.15225,0.00000,0.75363,-0.15225,0.00000,0.75363
17.800,0.15143,0.00000,0.75278,-0.15143,0.00000,0.75278
17.820,0.15061,0.00000,0.75192,-0.15061,0.00000,0.75192
17.840,0.14979,0.00000,0.75105,-0.14979,0.00000,0.75105
17.860,0.14898,0.00000,0.75017,-0.14898,0.00000,0.75017
17.880,0.14817,0.00000,0.74929,-0.14817,0.00000,0.74929
17.900,0.14736,0.00000,0.74839,-0.14736,0.00000,0.74839
17.920,0.14656,0.00000,0.74749,-0.14656,0.00000,0.74749
17.940,0.14576,0.00000,0.74658,-0.14576,0.00000,0.74658
17.960,0.14497,0.00000,0.74566,-0.14497,0.00000,0.74566
17.980,0.14418,0.00000,0.74474,-0.14418,0.00000,0.74474
18.000,0.14340,0.00000,0.74380,-0.14340,0.00000,0.74380
18.020,0.14262,0.00000,0.74286,-0.14262,0.00000,0.74286
18.040,0.14184,0.00000,0.74192,-0.14184,0.00000,0.74192
18.060,0.14107,0.00000,0.74097,-0.14107,0.00000,0.74097
18.080,0.14030,0.00000,0.74001,-0.14030,0.00000,0.74001
18.100,0.13954,0.00000,0.73904,-0.13954,0.00000,0.73904
18.120,0.13879,0.00000,0.73807,-0.13879,0.00000,0.73807
18.140,0.13803,0.00000,0.73710,-0.13803,0.00000,0.73710
18.160,0.13729,0.00000,0.73612,-0.13729,0.00000,0.73612
18.180,0.13655,0.00000,0.73513,-0.13655,0.00000,0.73513
18.200,0.13581,0.00000,0.73414,-0.13581,0.00000,0.73414
18.220,0.13508,0.00000,0.73315,-0.13508,0.00000,0.73315
18.240,0.13435,0.00000,0.73215,-0.13435,0.00000,0.73215
18.260,0.13363,0.00000,0.73115,-0.13363,0.00000,0.73115
18.280,0.13292,0.00000,0.73015,-0.13292,0.00000,0.73015
18.300,0.13221,0.00000,0.72914,-0.13221,0.00000,0.72914
18.320,0.13151,0.00000,0.72813,-0.13151,0.00000,0.72813
18.340,0.13081,0.00000,0.72712,-0.13081,0.00000,0.72712
18.360,0.13012,0.00000,0.72611,-0.13012,0.00000,0.72611
18.380,0.12943,0.00000,0.72509,-0.12943,0.00000,0.72509
18.400,0.12876,0.00000,0.72407,-0.12876,0.00000,0.72407
18.420,0.12808,0.00000,0.72306,-0.12808,0.00000,0.72306
18.440,0.12742,0.00000,0.72204,-0.12742,0.00000,0.72204
18.460,0.12676,0.00000,0.72102,-0.12676,0.00000,0.72102
18.480,0.12610,0.00000,0.72000,-0.12610,0.00000,0.72000
18.500,0.12546,0.00000,0.71898,-0.12546,0.00000,0.71898
18.520,0.12482,0.00000,0.71796,-0.12482,0.00000,0.71796
18.540,0.12418,0.00000,0.71694,-0.12418,0.00000,0.71694
18.560,0.12355,0.00000,0.71592,-0.12355,0.00000,0.71592
18.580,0.12293,0.00000,0.71490,-0.12293,0.00000,0.71490
18.600,0.12232,0.00000,0.71389,-0.12232,0.00000,0.71389
18.620,0.12171,0.00000,0.71287,-0.12171,0.00000,0.71287
18.640,0.12112,0.00000,0.71186,-0.12112,0.00000,0.71186
18.660,0.12052,0.00000,0.71085,-0.12052,0.00000,0.71085
18.680,0.11994,0.00000,0.70985,-0.11994,0.00000,0.70985
18.700,0.11936,0.00000,0.70884,-0.11936,0.00000,0.70884
18.720,0.11879,0.00000,0.70784,-0.11879,0.00000,0.70784
18.740,0.11823,0.00000,0.70685,-0.11823,0.00000,0.70685
18.760,0.11767,0.00000,0.70585,-0.11767,0.00000,0.70585
18.780,0.11712,0.00000,0.70486,-0.11712,0.00000,0.70486
18.800,0.11658,0.00000,0.70388,-0.11658,0.00000,0.70388
18.820,0.11605,0.00000,0.70290,-0.11605,0.00000,0.70290
18.840,0.11553,0.00000,0.70192,-0.11553,0.00000,0.70192
18.860,0.11501,0.00000,0.70095,-0.11501,0.00000,0.70095
18.880,0.11450,0.00000,0.69999,-0.11450,0.00000,0.69999
18.900,0.11400,0.00000,0.69903,-0.11400,0.00000,0.69903
18.920,0.11351,0.00000,0.69808,-0.11351,0.00000,0.69808
18.940,0.11302,0.00000,0.69713,-0.11302,0.00000,0.69713
18.960,0.11254,0.00000,0.69619,-0.11254,0.00000,0.69619
18.980,0.11207,0.00000,0.69526,-0.11207,0.00000,0.69526
19.000,0.11161,0.00000,0.69433,-0.11161,0.00000,0.69433
19.020,0.11116,0.00000,0.69341,-0.11116,0.00000,0.69341
19.040,0.11072,0.00000,0.69250,-0.11072,0.00000,0.69250
19.060,0.11028,0.00000,0.69160,-0.11028,0.00000,0.69160
19.080,0.10985,0.00000,0.69071,-0.10985,0.00000,0.69071
19.100,0.10944,0.00000,0.68982,-0.10944,0.00000,0.68982
19.120,0.10902,0.00000,0.68894,-0.10902,0.00000,0.68894
19.140,0.10862,0.00000,0.68808,-0.10862,0.00000,0.68808
19.160,0.10823,0.00000,0.68722,-0.10823,0.00000,0.68722
19.180,0.10785,0.00000,0.68637,-0.10785,0.00000,0.68637
19.200,0.10747,0.00000,0.68553,-0.10747,0.00000,0.68553
19.220,0.10710,0.00000,0.68470,-0.10710,0.00000,0.68470
19.240,0.10674,0.00000,0.68388,-0.10674,0.00000,0.68388
19.260,0.10640,0.00000,0.68307,-0.10640,0.00000,0.68307
19.280,0.10606,0.00000,0.68227,-0.10606,0.00000,0.68227
19.300,0.10572,0.00000,0.68148,-0.10572,0.00000,0.68148
19.320,0.10540,0.00000,0.68071,-0.10540,0.00000,0.68071
19.340,0.10509,0.00000,0.67994,-0.10509,0.00000,0.67994
19.360,0.10478,0.00000,0.67919,-0.10478,0.00000,0.67919
19.380,0.10449,0.00000,0.67845,-0.10449,0.00000,0.67845
19.400,0.10420,0.00000,0.67772,-0.10420,0.00000,0.67772
19.420,0.10393,0.00000,0.67700,-0.10393,0.00000,0.67700
19.440,0.10366,0.00000,0.67629,-0.10366,0.00000,0.67629
19.460,0.10340,0.00000,0.67560,-0.10340,0.00000,0.67560
19.480,0.10315,0.00000,0.67492,-0.10315,0.00000,0.67492
19.500,0.10291,0.00000,0.67426,-0.10291,0.00000,0.67426
19.520,0.10268,0.00000,0.67360,-0.10268,0.00000,0.67360
19.540,0.10246,0.00000,0.67296,-0.10246,0.00000,0.67296
19.560,0.10225,0.00000,0.67234,-0.10225,0.00000,0.67234
19.580,0.10204,0.00000,0.67172,-0.10204,0.00000,0.67172
19.600,0.10185,0.00000,0.67112,-0.10185,0.00000,0.67112
19.620,0.10167,0.00000,0.67054,-0.10167,0.00000,0.67054
19.640,0.10149,0.00000,0.66997,-0.10149,0.00000,0.66997
19.660,0.10133,0.00000,0.66941,-0.10133,0.00000,0.66941
19.680,0.10117,0.00000,0.66887,-0.10117,0.00000,0.66887
19.700,0.10103,0.00000,0.66835,-0.10103,0.00000,0.66835
19.720,0.10089,0.00000,0.66783,-0.10089,0.00000,0.66783
19.740,0.10077,0.00000,0.66734,-0.10077,0.00000,0.66734
19.760,0.10065,0.00000,0.66686,-0.10065,0.00000,0.66686
19.780,0.10054,0.00000,0.66639,-0.10054,0.00000,0.66639
19.800,0.10045,0.00000,0.66594,-0.10045,0.00000,0.66594
19.820,0.10036,0.00000,0.66551,-0.10036,0.00000,0.66551
19.840,0.10028,0.00000,0.66509,-0.10028,0.00000,0.66509
19.860,0.10021,0.00000,0.66468,-0.10021,0.00000,0.66468
19.880,0.10015,0.00000,0.66430,-0.10015,0.00000,0.66430
19.900,0.10010,0.00000,0.66393,-0.10010,0.00000,0.66393
19.920,0.10006,0.00000,0.66357,-0.10006,0.00000,0.66357
19.940,0.10003,0.00000,0.66323,-0.10003,0.00000,0.66323
19.960,0.10001,0.00000,0.66291,-0.10001,0.00000,0.66291
19.980,0.10000,0.00000,0.66261,-0.10000,0.00000,0.66261
20.000,0.10000,0.00000,0.66232,-0.10000,0.00000,0.66232
